ID,Project,Subject,"Change Order #","Client CO #","Invoice #",Actions,Status,Total,"Paid Total",Balance,"Scope of Work",Exclusion,"Labor Breakdown_type","Labor Breakdown_quantity","Labor Breakdown_hours","Labor Breakdown_rate","Material Breakdown_type","Material Breakdown_quantity","Material Breakdown_unit","Material Breakdown_rate","Equipment Breakdown_type","Equipment Breakdown_quantity","Equipment Breakdown_unit","Equipment Breakdown_rate"
3107,18-050-silvercrest-1330-6th-ave,"opening up walls ",9,9,,Paid,Closed,3765,3765,0,"walls were opened from top to bottom and as well additional walls needed to be opened for conduits

carpentry= 14 hours x $165= $2310
Taping= 8 hours x $160= $1280
Material= $280
Total= $3870",,,,,,,,,,,,,
3109,18-025-nordstrom,2234,152,,,Paid,Closed,1320,1320,0,"Provide labour on overtime to reinstall removable barrier on 2nd and 3rd floor and hang full height nets. As per email from Derry 5/31 

2 carpenters x 8hrs
Total $1320",,,,,,,,,,,,,
3110,19-020-1199-seiu-funds,"Bulletin #2",2,2,,Paid,Closed,18550,18550,0,"Provide labor and material to do all work associated with Bulletin #2

8) Add G: Laminate existing wall	38	FT	$70.00	$2,660.00
8) Add G: Laminate existing wall in men's toilet with greenboard 18FT   $75.00 $1,350.00
8) Add wall type F: 1-ply furring	62	FT	$75.00	$4,650.00
9) Add wall type F: 1-ply furring	50	FT	$75.00	$3,750.00
9) Add D2A in Conference 9J16	20	FT	$95.00	$1,900.00
9) Note 42- Extend existing wall ahc 2'	26	LF	$60.00	$1,560.00
9) Note 43- Box in steam risers  3 lf at (2) locations	2	EA	$350.00	$700.00
9) Add G: Laminate existing wall  room 9D21	10	FT	$70.00	$700.00
10) Add type F in women's Toilet 	8	FT	$75.00	$600.00
10) Add Type G - laminating	8	FT	$70.00	$560.00
10) Add D3A at Column H2	10	FT	$96.00	$960.00
				$19,390.00",,,,,,,,,,,,,
3111,18-025-nordstrom,"Wolf ASI-09",153,,,Paid,Closed,3440,3440,0,"ASI 09 Wolf
Provide labour and material to frame and add H.M door &amp; frame going into vestibule of staircase
Carpenter 16hrs x $165  $2640
Taper 5hrs x $160 $800
Total $3440


(Door by others)",,,,,,,,,,,,,
3112,18-025-nordstrom,"ASI 10 Wolf",154,,,Paid,Closed,2055,2055,0,"ASI 10 Wolf
Provide labour and material to patch window pockets where electrical has to be removed or patched at windows
7 Carpenter hours x $165 = $1155
5 taper x $160 =  $800
Material $100",,,,,,,,,,,,,
3113,18-025-nordstrom,"ASI 11 Wolf",155,,,Paid,Closed,2950,2950,0,"ASI 11 Wolf 

Provide labour and material to open walls &amp; install wood reinforcement to accept new doors
Carepnter 10 hrs x $165 $1650
Taper 7 hrs x $160 $1120
Material $180

Total $2950",,,,,,,,,,,,,
3114,18-025-nordstrom,"ASI 13 Wolf",156,,,Paid,Closed,5875,5875,0,"Provide labour and material to modify black Iron grid for new diffuser layout
1 lather 7hrs x $160
1 Carpenter 7hrs x $165
Material $150

Also when ceiling is being installed we will need to cut &amp; modify wood slab
2 carpenters 10 hrs x $165         $3300
Material $150

Total $5875",,,,,,,,,,,,,
3115,18-025-nordstrom,drybar,157,157,,Paid,Closed,48146,48146,0,"drybar CO steve",,,,,,,,,,,,,
3117,18-029-510-madison,"Furnish 4 Boxes 30"" x 60"" Vector File and 4 boxes of 25"" x 60""",9,9,,Paid,Closed,7540,7540,0,"Provide labor and material to furnish 4 boxes of 30"" x 60""vector tile and 4 boxes of 25"" x 60""
$1200 per box x 8= $9600

provide labor and material to furnish and install wood blocking on O.T at shade pockets
1 carp 8 hours x $205= $1640
1 driver $500
material= $600
$2740
$9600 + $2740= $12,340",,,,,,,,,,,,,
3119,19-002-cit-11w-42nd-street,"Ticket #1688",30,1688,,Paid,Closed,2610,2610,0,"remove and install 2 layers sheetrock for additional AC conduit in the boardroom
1 carp 8 hours x $165= $1320
1 taper 7 hours x $160= $1120
Material= $170
Total= $2610",,,,,,,,,,,,,
3121,19-002-cit-11w-42nd-street,"Ticket #1690",31,1690,,Paid,Closed,4700,4700,0,"patching holes in the hallway ceiling for additional data work (bulletin 4)
1 carp 12 hours x $165= $1980
1 taper 16 hours x $160= $2560
Material= $160
Total= $4700",,,,,,,,,,,,,
3123,19-002-cit-11w-42nd-street,"Ticket #1691",32,1691,,Paid,Closed,1900,1900,0,"patching over cut air return on the north site
1 carp 2 hours x $165= $330
1 taper 9 hours x $160= $1440
Material= $130
Total= $1900",,,,,,,,,,,,,
3124,19-009-mendez-mount-750-7th-ave,"Remove hollow metal door cut in 2 x 2 lower",12,12,,Paid,Closed,1305,1305,0,"provide labor and material to remove hollow metal door and cut in 1 2 x 2 lower
1 carp 7 hours x $165= $1155
material/metal blade= $150
Total= $1305
",,,,,,,,,,,,,
3127,19-009-mendez-mount-750-7th-ave,"Ticket #2010",13,2010,,Paid,Closed,2088,2088,0,"As per Jim Hyland extend ceiling cut outs- F3 over secretary stations on the 21st and 22nd floors 22M03-22M11-22-C11 21MO3 21M11 21A12 due to light fixtures coming in with bigger dimension onto what was on shop drawings
1 foreman 8 hours x $210= $1680 (sat)
3 carp 8 hours each= 24 hours x $205= $4920
2 boxes grid x main= $408
2 pieces 4 x 8 5/8 S.R $80
$7088

",,,,,,,,,,,,,
3131,18-025-nordstrom,"225 Add Access Panels",158,,,Paid,Closed,0,0,0,"225- 4th and 5th Floor Additional Access Doors
Add 30 access panels as per JTM email

Provide labour and material to walk JTM &amp; fire alarm vendor &amp; investigate openings to be made,

Layout new openings,

Cut in openings to accept new doors &amp; modify any necessary framing and black iron,

Install new doors &amp; tape,

Labour per access door location 4hr x $165 x 30 Locations = $19800
To provide access door and Miscellaneous material $250 x 30 = $7500
Provide Lifts $2000

Cost per access panels 976.66
Total for 30 access doors $29300

Additional 12 access doors as of 7/19
12 access panels x $976.66
Total for 12 access doors 11719.92


Total $41019.92",,,,,,,,,,,,,
3133,19-002-cit-11w-42nd-street,"Ticket #2103",33,2103,,Paid,Closed,2720,2720,0,"Remove and install plywood for light installation in the boardroom above new mat
carpentry= 2 carp 7 hours each + 1 O.T hour
14 x $165= $2310
2 x $205= $410
Total= $ 2720",,,,,,,,,,,,,
3135,19-002-cit-11w-42nd-street,"Ticket #2104",34,2104,,Paid,Closed,1640,1640,0,"modify ceiling grid and tiles for air return installation room #14-F03, 14 H03, 14K03, conference room 14-FF23
1 carp 8 hours OT= 8 x $205= $1640",,,,,,,,,,,,,
3138,19-002-cit-11w-42nd-street,"Repair Baswa phon ceiling at conference room",35,35,,Paid,Closed,1355,1355,0,"Provide labor and material to repair baswa phon ceiling at conference room due to sliding door track being removed and adjusted
carpentry= 7 hours x $165= $1155
Material= $200
Total= $1355
",,,,,,,,,,,,,
3139,19-002-cit-11w-42nd-street,"newmat to remove and reinstall",36,36,,Paid,Closed,5190,5190,0,"Provide labor and material to remove on friday 6/21 and reinstall on sat 6/22 due to late arrival of lights
$5190",,,,,,,,,,,,,
3141,19-009-mendez-mount-750-7th-ave,"Ticket #2017",14,2017,,Paid,Closed,3895,3895,0,"Provide labor and material to furr out wall at 4 bathrooms to accept light fixtures and at reception area  and conference room on 22nd floor
6/13- 7  hours x $165=$1155
6/14- 7 hours x $165= $1155
6/15- 7 hours x $205= $1435
material= $150
Total= $3895",,,,,,,,,,,,,
3143,19-009-mendez-mount-750-7th-ave,"Ticket #2018",15,2018,,Paid,Closed,2375,2375,0,"provide labor and material to do misc. patching at conference room and at existing doors per jim highlands request
also, patch at elevator lobby by glass

1 carp 7 hours x $165= $1155
1 taper 7 hours x $160= $1120
Material= $100
Total= $2375",,,,,,,,,,,,,
3145,19-009-mendez-mount-750-7th-ave,"Ticket #2019",16,2019,,Paid,Closed,3840,3840,0,"provide labor and material on overtime to expedite taping at secretarial stations due to height fixtures been sent out late
3 tapers 8 hours each= 24 hours x $160= $3840",,,,,,,,,,,,,
3146,19-009-mendez-mount-750-7th-ave,"Access Doors",17,17,,Paid,Closed,7000,7000,0,"Provide labor and material to furnish and install 17 access doors on 21st and 22nd floors 
$500 x 3= $1500",,,,,,,,,,,,,
3151,18-021-range-rover-1st-and-2nd-floor,"787 lobby work",28,28,,Paid,Closed,15565,15565,0,"provide labor and material to trim back drywall ceiling in lobby and install z beads tight to walls and tape,
2 carp 16 hours each= 32hours x $205= $6560
Taping= 21 hours x $200= $4200
Material= $925
Total= $11,685

Provide labor and material to repair ceiling grid and molding at fire command station and install new ceiling tile, also install door and frame with hardware supplied byHR
2 carpenter 8 hours x $205= $3280 
Material= $600
Total= $3880

we also did 2 mock ups",,,,,,,,,,,,,
3153,18-056-ziff-capital,"Bulletin 5",8,8,,,Open,6505,0,6505,"Bulletin #5
Provide labor and material to open grid/tile ceiling so wall can be upgraded at rooms 1722 and 1723.
Open and close ceilings= 7 hours x $165= $1155
Top Walls= 14 hours x $165= $2310
Taping= 14 hours x $160= $2240
material= $800
total= $6505

alternate cost for added layer of Sheetrock and modify ceiling grid
$3000",O.T,,,,,,,,,,,,
3155,19-002-cit-11w-42nd-street,"Ticket #1686",37,1686,,Paid,Closed,1320,1320,0,"1686 4/13
Taking down ceiling tiles and grid in the mens toilet on 13th floor for plumbing work
reinstall ceiling grid and tiles after work was done

1 carp 8 hours= 8 x $165= $1320",,,,,,,,,,,,,
3157,19-002-cit-11w-42nd-street,"Ticket #1687",38,1687,,,Open,2595,0,2595,"Ticket #1687 5/10 work
modify framing L beaded and taping for incorrect light fixture F2A in executive lobby area
1 carp 7 hours x $165= $1155
1 taper 9  hours x $160= $1440
Total= $2595",,,,,,,,,,,,,
3158,18-022-10th-floor-corridors,"6th and 7th floor core lammination",19,19,,Paid,Closed,40000,40000,0,"Provide labor and material to frame out (as necessary) and Sheetrock core walls on 6 and 7fl per direction at
walk through with HR (note 6fl shaft is getting rocked 12’ only)
Carp 2men 70 hr ea= 140 hours X $165= $23,100
Taping 2 men 49 hr ea= 98 hours X $160= $15,680
Material= $1220
Total= $40000
",,,,,,,,,,,,,
3159,18-022-10th-floor-corridors,"add control joints at 10th floor dwight capital space",24,24,,Paid,Closed,1955,1955,0,"provide labor and material to add control joints at 10th floor dwight capital space per HRCG request
carpentry= 5 hours X $205= $1025
Taping=3 hours X $200= $600
Material= $125
Total= $1955",,,,,,,,,,,,,
3161,18-048-riverbank-560-west-43rd-street,"Ticket #8901 ",50,8901,,Paid,Closed,3830,3830,0,"Ticket #8901 (2011)
1 carpenter had to undercut doors in the following apartments as they were the wrong size.. following doors are 23A, 23C, 23K, 22A, 22E, 18K, 18B, 17K, 21K, 21B..also had to fix 3 frames in the following apartments:  21C, 21A, 21E

22 hours x $165= $3630
Material= $200
Total= $3830
",,,,,,,,,,,,,
3163,18-048-riverbank-560-west-43rd-street,"Ticket #8902",51,8902,,Paid,Closed,990,990,0,"1 carpenter had to take doors off in electric closet on 34th floor. doors had to be cut and frame 
1 carp 6 hours x $165= $990",,,,,,,,,,,,,
3165,18-048-riverbank-560-west-43rd-street,"Ticket #8903",52,8903,,Paid,Closed,910,910,0,"1 carpenter had to do extra patches in apartments 20G, 19J, 16D, 28J, 20J
patching done after outlets get moved and had to tape
1 carp 2 hours x $165= $330
1 taper 3 hours x $160= $480
material= $100
Total= $910
",,,,,,,,,,,,,
3169,18-048-riverbank-560-west-43rd-street,"Ticket #8905 phase 29",54,8905,,Paid,Closed,5925,5925,0,"Ticket #8905 (2015)
1 carp fixing repairs on punchlist on phase 29 in apartments
19E, 19L, 19J
35 hours= $5925",,,,,,,,,,,,,
3173,161000,"furring hudleroom",00,00,,Paid,Closed,1555,1555,0,$1555,,,,,,,,,,,,,
3188,18-025-nordstrom,"Bulletin 75",159,,,Paid,Closed,4715,4715,0,"Bulletin 75

Provide Labour and Material to reconfigure room 2-28 BSH as per new  drawings,
Change wall B4 to C4 no charge 
Change wall B7 to C7 no charge 
Change Wall F12 to F14 upgrade to ply 
1 Foreman 2hrs x $170 = $340 [verifying layout]
1 Carpenters 7hrs ea   7hrs x $165 = $1155
Material $400

Blocking for accessories and installation $1500
Sheetrock Ceiling $1460
Cutout for Downlights $200

Total $4715",,,,,,,,,,,,,
3208,19-016-hps-investment-partners,"Ticket #2020",3,2020,,Paid,Closed,1880,1880,0,"as per jt magen
stay OT 1 carp to open up sheetrock ceiling in corridor and bathroom and open up grid ceiling in file room on 5th floor for plumbing work
foreman 8 hours x $235= $1880",,,,,,,,,,,,,
3210,19-016-hps-investment-partners,"Ticket #2021",4,2021,,Paid,Closed,5005,5005,0,"as per jt magen work on on Sat 6/29 to open up extra sheetrock ceilings on 5th floor close up all sheetrock ceilings and grid ceiling tape and spackle all when plumber completed work
2 carp 8 hours each= 16 hours x $205= $3280
1 taper 7 hours x $200= $1400
Material= $325
Total= $5005",,,,,,,,,,,,,
3212,19-016-hps-investment-partners,"Ticket #2022",5,2022,,Paid,Closed,3540,3540,0,"as per jt magen stay on OT friday night to open up ceilings on 5th floor for plumber and electrician core drilling. also open up soffit
reinstall grid and patch Sheetrock after completion on sat
1 foreman 7 hours fri x $235= $1645
1 foreman 7 hours sat= 7 x $235= $1645
Material= $250
Total= $3540",,,,,,,,,,,,,
3214,19-016-hps-investment-partners,"Ticket #2023",6,2023,,Paid,Closed,3290,3290,0,"as per jt magen stay OT on Friday night 6/7 6/8 to open up grid ceilings and sheetrock soffit for electrician core drilling come in sat to reinstall and patch sheetrock soffit after completion
foreman Friday night 7 hours x $235= $1645
foreman Sat 7 hours x $235= $1645
Total= $3290

",,,,,,,,,,,,,
3215,19-016-hps-investment-partners,"Bulletin #3 ",7,7,,Paid,Closed,9635,9635,0,"Bulletin #3
Add fascia for 4"" ceiling drop to 8' 8"" in corridor 6-03 and 7-03
7 hours per floor= $165 x 7= $1155 = x 2= $2310
material= $230

Add shade pocket in rooms 7-10, 11,  detail 16/A502.1 30LF=
7 hours per room= $1155 x 2= $2310
Material= $370

6th floor: 6/08, 06-29, 06-39=3 rooms x $1155= $3465

Lower soffit at open office area on 7th floor 07-03. shade pocket will need to be extended lower
carpentry= 14 hours x $165= $2310
taper= 7 hours x $160= $1120
Material= $200

Total= $9635",,,,,,,,,,,,,
3225,18-025-nordstrom,"Bulletin 115 1776",160,,,Paid,Closed,8610,8610,0,"Bulletin 115 1776

Provide labour and material to frame new wall on west side below stair &amp; install new door &amp; frame

2 carpenters x 18 Hours, 36 x $165 = $5940
1 Taper x 12hrs x $160 = $1920
Material $750

Total = $8610
",,,,,,,,,,,,,
3226,18-025-nordstrom,"Bulletin 111 ",161,,,Paid,Closed,6440,6440,0,"Bulletin 111 1776
Provide labour and Material to enclose elevator pit and install access panel
2 Carpenters 16hrs x $165 = $2640
1 Taper 10rs x $160 = $1600
Material and access panel $2200

Total $6440",,,,,,,,,,,,,
3227,18-025-nordstrom,"Bulletin 119",162,161,,Paid,Closed,4655,4655,0,"Bulletin 119 
225
Fifth Floor 
Corridor 5-22, Ceiling transition, 2 Carpenters x 7 Hours x $165 = $2310
Taper 7 Hours x $160 = $1120
300 Material
Sub Total $3730

1776
Provide labour and material to add blocking to support drapery track
Carpentry 5 Hrs x $165 = $825
Material $100
Subtotal $925

",,,,,,,,,,,,,
3230,18-025-nordstrom,"Ticket 2152  225",163,,,Paid,Closed,2656.5,2656,0.5,"Ticket 2152
225
Provide Labour and Material to put additional layer of sheetrock around smoke baffle

2 Carpenters 7hrs, 14hrs x $165 = $2310
Material $346.5
Total 2656.5
",,,,,,,,,,,,,
3232,18-025-nordstrom,"Ticket 2213 225",164,,,Paid,Closed,2656.50,2656,0.5,"Ticket 2213 225
Provide labour $ Material to build a header above the ceiling for the glass wall that seperates the retail area from Bar Verde

As per email and detail from Lucas 4/17
RFI 225.381

1 Carpenter 14hrs  x $165 = $2310
Material $346.5
Total 2656.5",,,,,,,,,,,,,
3234,18-025-nordstrom,"Ticket 2224 1776",165,164,,Paid,Closed,2430,2430,0,"Ticket 2224 1776
Provide labour and material to Re-Layout diffusers on 1st and 2nd Floor
We layed out diffusers and they were covered up by waterproofing for tile
As per Trevor
1 Carpenter 7Hrs 5/15

1 Carpenter 7hrs 6/1
As per Frank Email 5/31

Total 14 Carpenter Hrs $2310
Material $120
$2430",,,,,,,,,,,,,
3236,18-025-nordstrom,"Ticket 2233 1776",166,165,,Paid,Closed,2880,2880,0,"Ticket 2233 1776
Provide Labour and Material on OT to expedite the job as oer Frank Email 5/31
We had to build roof on the elevator from Ceiling on 2nd floor and soffits on 3rd floor
8 Carpenter x 8 hrs (Total 48hrs x $60 = $2880
",,,,,,,,,,,,,
3238,18-025-nordstrom,"Ticket 2235 225",167,166,,Paid,Closed,2087,2087,0,"Ticket 2235 225
Provide labour to cut out plywood from Casework blocking
The plywood that we installed for the casework poles was in conflict with the lights we had to cut out in approximately 10 lcation

5/20 1 carpenter 4 hrs 
6/5 1 Carpenter 7hrs 
$1815
Material $272
Total 2087",,,,,,,,,,,,,
3241,18-025-nordstrom,"Ticket 2236 225",168,167,,Paid,Closed,0,0,0,"Ticket 2236 225
Patching on sales floor
We provided labour and material to patch all damages holes, mistakes etc on 4th and 5th floor
2 carpenters x 11 days = $25410
Taper x 6 days = $6720
Material $2400

Total $34530",,,,,,,,,,,,,
3243,18-025-nordstrom,"Ticket 2237 Bar Verde",169,168,,Paid,Closed,2280,2280,0,"Ticket 2237 Bar Verde
Provide labour on overtime nto expedite the FRP and ceilings in Bar Verde

6/8  4 Carpenters 8hrs,  32hrs  $1920
6/13 2 Carpenters 3hrs,  6hrs $360

Total $2280

",,,,,,,,,,,,,
3245,18-025-nordstrom,"Ticket 2238 1790",170,169,,Paid,Closed,1440,1440,0,"Ticket 2238 1790
Provide labour on Overtime to expedite the framing of ceiling and fiberglass columns

3 Carpenter x 8hrs, 24hrs x $60 = $1440",,,,,,,,,,,,,
3248,18-025-nordstrom,"Ticket 2239 1790",171,,,Paid,Closed,1640,1640,0,"Provide labour on overtime to relayout diffusers on 2nd floor, diffusers welaid out and the marks were titled over,

1 Carpenter 8hrs OT x $205 = $1640
",,,,,,,,,,,,,
3250,18-025-nordstrom,"Ticket 2240 1776",172,,,Paid,Closed,4720,4720,0,"Ticket 2240 1776 Provide labour on overtime to expedite the ceilings above he stairs on the 2nd floor and the walls on first floor and the fiberglass covers

8 Carpenters 8 Hrs, 64hrs x $60 $3840
2 Tapers 8 hrs, 16 hrs x $55 $880
Total $4720",,,,,,,,,,,,,
3252,18-025-nordstrom,"Ticket 2241",173,172,,Paid,Closed,5612,5612,0,"Ticket 2241  1776
Provide labour on overtime and material to ride the top of the elevator and patch
We also had to build between the slabs where the beam wasto eleminate any steps. Not on the drawing 

2 Carpenter 8hrs, $3280
1 Taper 8hrs, $1600
Material $732
Total $5612",,,,,,,,,,,,,
3256,18-025-nordstrom,"Ticket 2242 225",174,173,,Paid,Closed,3795,3795,0,"Ticket 2242 225
Provide labour and material to reframe ceiling and re-sheetrock where land lease needed access in 5-09F and south east corner of sales are 

2 Carpenters 10hrs, $3300
Material $495
$3795",,,,,,,,,,,,,
3258,18-025-nordstrom,2243,175,174,,Paid,Closed,1155,1155,0,"Ticket 2243 1776
Provide labour to re-layout diffusers on 1st floor

1 Carpenter 7hrs $1155",,,,,,,,,,,,,
3260,18-025-nordstrom,"Ticket 2244 225",176,175,,Paid,Closed,2640,2640,0,"Ticket 2244
225
Provide labour on Overtime to expedite the taping on 4th and 5th

6 Tapers 8hrs,    48hrs x $55  = $2640
",,,,,,,,,,,,,
3262,18-025-nordstrom,"Ticket 2246 1776",177,176,,Paid,Closed,3680,3680,0,"Ticket 2246
1776
Provide labour on overtime to expedite the job, Framing ceiling on first floor,
Finishing ceiling on 2nd floor

4 Carpenters 8hrs, 32hrs x $60 =$1920
4 Tapers 8hrs, 32hrs x $55 = $1760

Total $3680",,,,,,,,,,,,,
3264,18-025-nordstrom,"Ticket 2247 1790",178,177,,Paid,Closed,3320,3320,0,"Ticket 2247 1790
Provide labour on overtime to expedite the job. Framing of ceilings on the first floor, coves on first floor and columns on second floor,
6 Carpenters 8 hrs, 48hrs x $60 = $2880
1 taper 8hrs x $55 = $440
$3320",,,,,,,,,,,,,
3266,18-025-nordstrom,"Ticket 2248 225",179,178,,Paid,Closed,2720,2720,0,"Ticket 2248
225
Provide labour on overtime to expedite plywood and sheetroock high ceiling in 1780 corridor 3/4 floor and finish main ceiling on 4th floor

2 Carpenter 8hrs, 16hrs x $60= $960
4 taper x 8hrs, 32hrs x $55 = $1760

Total $2720",,,,,,,,,,,,,
3268,18-025-nordstrom,"Ticket 2249 225",180,179,,Paid,Closed,1328,1328,0,"Ticket 2249
225

Provide labour and material to patch high ceiling in 1780 hallway on 5th floor. The lights were set but were not straight. The electricians came in on saturday cut holes and reset the lights,
We followed up with patching
(See Pictures if Necessary)
1 Carpenter 7hrs $1155
Material $173

Total $1328",,,,,,,,,,,,,
3270,18-025-nordstrom,"Ticket 2250 225",181,180,,Paid,Closed,1897,1897,0,"Ticket 2250
225

Provide labour to install hardware on 6th floor for air pressure test,
We installed closers and panic devices on 3 doors,
1 door was not prepped for devices so we had to prep (Drill holes etc.)
Email from Colum Quirke 6/25
1 Carpenter 10hrs $1650
Material $247",,,,,,,,,,,,,
3273,19-002-cit-11w-42nd-street,"Ticket #2105 F11 Light Fixtures",39,2105,,Paid,Closed,24035,24035,0,"Provide labor and material for cutting opening and framing for late delivery F 11 Light Fixture
6/29- 1 carp 12 hours OT= 12 x $205= $2460
3 carp 9 hours OT each= 27 x $205=  $5535
2 tapers 9 hours OT= 18 x $200= $3600

7/1- 2 tapers 12 hours each OT= 24 x $200= $4800
7/2- 2 tapers 12 hours each OT= 24 x $200= $4800
7/13- F28 bathrooms= carpentry 8 hours OT= 8 x $205= $1640

material= $1200

Total= $24,035",,,,,,,,,,,,,
3274,19-002-cit-11w-42nd-street,"Replace ceiling tile where late light fixtures were installed",40,40,,Paid,Closed,4140,4140,0,"Provide labor and material to replace ceiling tiles where late light fixtures were installed
carpentry= 8 hours x $205= $1640
Material= $2500
Total= $4140",,,,,,,,,,,,,
3275,19-002-cit-11w-42nd-street,"Replace ceiling tiles where damage was caused by others going in ceiling",41,41,,,Open,4140,0,4140,"Provide labor and material to replace ceiling tiles where damage was caused by others going in ceiling
Carpentry= 8 hours x $205= $1640
Material= $2500
Total $4140",,,,,,,,,,,,,
3277,19-019-orda-retail-cellar-sf-bull-4,"TPG Door Additional Steel Reinforcement",13,13,,Paid,Closed,26350,26350,0,"Provide labor and material to peel back and build soffits around glass header
2 carpenters 14 hours each= 28 hours  x $165= $4620
Taper= 21 hours x $160= $3360
Material= $600
Total= $8580

also, extend sheetrock up entire wall per Adams request
2 carp 24 hours each= 48 hours x $165= $7920
Taping= 35 hours x $160= $5600
Material= $975
Total= $14495

upcharge from trimmed opening
1 carp 7 hours x $165= $1155
1 taper 7 hours x $160= $1120
Material= $1000
Total= $3275

Total= $14495 +8580+ $3275= $26350",,,,,,,,,,,,,
3284,19-002-cit-11w-42nd-street,"Cooper Plaster Ceiling in conference room",42,42,,,Open,2350,0,2350,"Provide labo and material to touch up  plaster ceiling in conference room due to damage by other trades (email from brent)

Total= $2350",,,,,,,,,,,,,
3285,18-028-1-wall-street,"Plywood protection elevators",32,32,,,Open,35400,0,35400,"pricing includes 24” framing on center with ¾” plywood

PE 1 (base building)= $4,300
PSE 4 (Base Building)= $4,500
PE 6 (Base Building)= $4,200

PSE 7 (Base Building)= $4,800
PE 9 (Base Building)= $4,100
SE15 (Base Building)= $4,500

RL1 (Base Building) = $4,200
PE13 (Base Building)= $4,800

Total= $35,400

ALTERNATE:
PE14 (retail 1)= $4,200
PE18 (Retail 4)= $4,600
PE24 (Lifetime)= $4,200

PE20 (whole foods)= $4,500
FR2 (whole foods)= $4,900
FR3 (whole foods)= $5,500

PE25 (lifetime)= $4,200

Alternate total= $32,100
",,,,,,,,,,,,,
3287,18-048-riverbank-560-west-43rd-street,"Ticket #1991 (8906) ",55,8906,,Paid,Closed,1650,1650,0,"1 carpenter cutting doors on the following floors as they were too big
Doors 15K, 15B, 12B, 12L, 11A, 11D

1 carp 10 hours x $165= $1650",,,,,,,,,,,,,
3289,18-048-riverbank-560-west-43rd-street,"Ticket #1992 (8907)",56,8907,,Paid,Closed,5925,5925,0,"1 carpenter fixing repairs on punchlist on phase 30 in apartments 
20B, 20E, 20J
1 carp 35 hours

$5925",,,,,,,,,,,,,
3291,18-048-riverbank-560-west-43rd-street,"Ticket #1993 (8908)",57,8908,,Paid,Closed,5925,5925,0,"Ticket #8908
1 carpenter fixing repairs on punchlist on phase 31 in apartments
19H, 19F, 19B

1 carpenter 35 hours = $5925
",,,,,,,,,,,,,
3293,18-025-nordstrom,"Bulletin 8 Bar verde",182,181,,Paid,Closed,1475,1475,0,"Bulletin 8 Bar Verde

Provide labour to  open walls, install blocking, close walls, and tape,

1 Carpenter 1 day, $165 x 7hrs =  $1155
1 Taper 2 hrs, $160 x 2hrs = $320

Total $1475",,,,,,,,,,,,,
3294,18-025-nordstrom,"DryBar Ceiling",183,182,,Paid,Closed,14640,14640,0,"DryBar Ceiling

Provide labour and material to install black iron, Reframe and Sheetrock after all work completed by other trades.

All labour to be carried out on OT after 5pm,

2 Carpenters 16hrs ea on OT, $205 x 32hrs = $6560
2 Lathers 8 hrs ea on OT, $205 x 16hrs = $3280
3 taping man days, $200 x 21hrs = $4200
Material $600

Total $14640",,,,,,,,,,,,,
3296,18-048-riverbank-560-west-43rd-street,"Ticket #8909 ticket 1994",58,8909,,Paid,Closed,6270,6270,0,"ticket #8909
1 carpenter install fences in the following apartments
3D-3C-3J-3K= 14 hours
12D-12C-12J-12K= 8 hours
38D-38C-38J-38K= 16 hours

38 hours x $165= $6270",,,,,,,,,,,,,
3298,18-025-nordstrom,"Ticket 2151 225",184,183,,Paid,Closed,1310,1310,0,"Ticket 2151 225
Provide labour and material to patch drywall on 5FC @ art amature
As per email from john Cantwell to John Keane 6/12

1 Carpenter 4 hrs $660
1 Taper 3 Hrs $480

Material $170

Total $1310",,,,,,,,,,,,,
3300,18-025-nordstrom,"Ticket 2153 225",185,184,,Paid,Closed,570,570,0,"Ticket 2153 225
Provide labour and material to protect over over slab openings on 6th floor 
Email from Colum 6/27

1 Carpenter 3 hrs $495
Material $75

Total $570",,,,,,,,,,,,,
3302,18-025-nordstrom,"Ticket 2154 1776",186,185,,Paid,Closed,760,760,0,"Ticket 2154 1776
Provide ;abour and material to remove framing at fiberglass columns so you ncould re-route duct work 
Remove framing and re-support fiberglass column
Email from Frank  Crow 6/2

1 Carpenter 4hrs  $660
Material $100

$760",,,,,,,,,,,,,
3304,18-025-nordstrom,"Ticket 2155 225",187,186,,Paid,Closed,2040,2040,0,"Ticket 2155 225
Provide labour and material on overtime to cut and frame for additional access door. 
Had to be done on saturday,
As per email from Colum 6/2
1 Carpenter 8hrs OT $1640
Material $400

Total $2040",,,,,,,,,,,,,
3306,18-025-nordstrom,"Ticket 2156",188,187,,Paid,Closed,3120,3120,0,"Ticket 2156 225
Provide labour on OT to expedite 
Round corners on 4th floor and finish ceiling in high area to remove scafold 

1 Carpenter 8Hrs $60 = $480
6 Tapers 8hrs, $55 x 48hrs = $2640

Total $3120 ",,,,,,,,,,,,,
3308,18-025-nordstrom,"Ticket 2157 1790",189,188,,Paid,Closed,4620,4620,0,"Ticket 2157 1790 
Provide labour to re-layout reframe and modify framing and black iron for light fixtures  due to hits
Email from John Roberts 6/2

1 Carpenter 4 days $4620",,,,,,,,,,,,,
